archivo_excel,stem_excel,label_excel,ruta_origen,ruta_destino,accion,nota
ex6_2_10.bch,ex6_2_10,easy,/home/vale/Escritorio/ibex-lib/benchs/optim/hard/ex6_2_10.bch,/home/vale/Escritorio/Clasificacion dbscan/easy/ex6_2_10.bch,copied,
ex8_5_1bis.bch,ex8_5_1bis,easy,/home/vale/Escritorio/ibex-lib/benchs/optim/hard/ex8_5_1bis.bch,/home/vale/Escritorio/Clasificacion dbscan/easy/ex8_5_1bis.bch,copied,
sambal.bch,sambal,unsolved,/home/vale/Escritorio/ibex-lib/benchs/optim/hard/sambal.bch,/home/vale/Escritorio/Clasificacion dbscan/unsolved/sambal.bch,copied,
abel.bch,abel,medium,/home/vale/Escritorio/ibex-lib/benchs/optim/unsolved/abel.bch,/home/vale/Escritorio/Clasificacion dbscan/medium/abel.bch,copied,
abelbis-1.bch,abelbis-1,medium,/home/vale/Escritorio/ibex-lib/benchs/optim/unsolved/abelbis-1.bch,/home/vale/Escritorio/Clasificacion dbscan/medium/abelbis-1.bch,copied,
abelbis.bch,abelbis,medium,/home/vale/Escritorio/ibex-lib/benchs/optim/unsolved/abelbis.bch,/home/vale/Escritorio/Clasificacion dbscan/medium/abelbis.bch,copied,
abelter-1.bch,abelter-1,medium,/home/vale/Escritorio/ibex-lib/benchs/optim/unsolved/abelter-1.bch,/home/vale/Escritorio/Clasificacion dbscan/medium/abelter-1.bch,copied,
chakra-1.bch,chakra-1,unsolved,/home/vale/Escritorio/ibex-lib/benchs/optim/unsolved/chakra-1.bch,/home/vale/Escritorio/Clasificacion dbscan/unsolved/chakra-1.bch,copied,
chakra.bch,chakra,unsolved,/home/vale/Escritorio/ibex-lib/benchs/optim/unsolved/chakra.bch,/home/vale/Escritorio/Clasificacion dbscan/unsolved/chakra.bch,copied,
chenery-1.bch,chenery-1,unsolved,/home/vale/Escritorio/ibex-lib/benchs/optim/unsolved/chenery-1.bch,/home/vale/Escritorio/Clasificacion dbscan/unsolved/chenery-1.bch,copied,
chenery.bch,chenery,unsolved,/home/vale/Escritorio/ibex-lib/benchs/optim/unsolved/chenery.bch,/home/vale/Escritorio/Clasificacion dbscan/unsolved/chenery.bch,copied,
ex14_1_7.bch,ex14_1_7,unsolved,/home/vale/Escritorio/ibex-lib/benchs/optim/unsolved/ex14_1_7.bch,/home/vale/Escritorio/Clasificacion dbscan/unsolved/ex14_1_7.bch,copied,
ex5_2_5.bch,ex5_2_5,unsolved,/home/vale/Escritorio/ibex-lib/benchs/optim/unsolved/ex5_2_5.bch,/home/vale/Escritorio/Clasificacion dbscan/unsolved/ex5_2_5.bch,copied,
ex5_3_3.bch,ex5_3_3,unsolved,/home/vale/Escritorio/ibex-lib/benchs/optim/unsolved/ex5_3_3.bch,/home/vale/Escritorio/Clasificacion dbscan/unsolved/ex5_3_3.bch,copied,
3pk,3pk,unsolved,/home/vale/Escritorio/ibex-lib/benchs/optim/benchs_victor_fixxed/3pk.bch,/home/vale/Escritorio/Clasificacion dbscan/unsolved/3pk.bch,copied,
3pk-borne,3pk-borne,unsolved,/home/vale/Escritorio/ibex-lib/benchs/optim/benchs_victor_fixxed/3pk-borne.bch,/home/vale/Escritorio/Clasificacion dbscan/unsolved/3pk-borne.bch,copied,
aircraftb,aircraftb,unsolved,/home/vale/Escritorio/ibex-lib/benchs/optim/benchs_victor_fixxed/aircraftb.bch,/home/vale/Escritorio/Clasificacion dbscan/unsolved/aircraftb.bch,copied,
avgasa,avgasa,unsolved,/home/vale/Escritorio/ibex-lib/benchs/optim/benchs_victor_fixxed/avgasa.bch,/home/vale/Escritorio/Clasificacion dbscan/unsolved/avgasa.bch,copied,
avgasb,avgasb,unsolved,/home/vale/Escritorio/ibex-lib/benchs/optim/benchs_victor_fixxed/avgasb.bch,/home/vale/Escritorio/Clasificacion dbscan/unsolved/avgasb.bch,copied,
avion2,avion2,unsolved,/home/vale/Escritorio/ibex-lib/benchs/optim/benchs_victor_fixxed/avion2.bch,/home/vale/Escritorio/Clasificacion dbscan/unsolved/avion2.bch,copied,
batch,batch,unsolved,/home/vale/Escritorio/ibex-lib/benchs/optim/benchs_victor_fixxed/batch.bch,/home/vale/Escritorio/Clasificacion dbscan/unsolved/batch.bch,copied,
brownal,brownal,unsolved,/home/vale/Escritorio/ibex-lib/benchs/optim/benchs_victor_fixxed/brownal.bch,/home/vale/Escritorio/Clasificacion dbscan/unsolved/brownal.bch,copied,
catena,catena,unsolved,/home/vale/Escritorio/ibex-lib/benchs/optim/benchs_victor_fixxed/catena.bch,/home/vale/Escritorio/Clasificacion dbscan/unsolved/catena.bch,copied,
concon,concon,unsolved,/home/vale/Escritorio/ibex-lib/benchs/optim/benchs_victor_fixxed/concon.bch,/home/vale/Escritorio/Clasificacion dbscan/unsolved/concon.bch,copied,
core1,core1,unsolved,/home/vale/Escritorio/ibex-lib/benchs/optim/benchs_victor_fixxed/core1.bch,/home/vale/Escritorio/Clasificacion dbscan/unsolved/core1.bch,copied,
cresc4,cresc4,easy,/home/vale/Escritorio/ibex-lib/benchs/optim/benchs_victor_fixxed/cresc4.bch,/home/vale/Escritorio/Clasificacion dbscan/easy/cresc4.bch,copied,
dipigri,dipigri,unsolved,/home/vale/Escritorio/ibex-lib/benchs/optim/benchs_victor_fixxed/dipigri.bch,/home/vale/Escritorio/Clasificacion dbscan/unsolved/dipigri.bch,copied,
disc2,disc2,unsolved,/home/vale/Escritorio/ibex-lib/benchs/optim/benchs_victor_fixxed/disc2.bch,/home/vale/Escritorio/Clasificacion dbscan/unsolved/disc2.bch,copied,
discs,discs,unsolved,/home/vale/Escritorio/ibex-lib/benchs/optim/benchs_victor_fixxed/discs.bch,/home/vale/Escritorio/Clasificacion dbscan/unsolved/discs.bch,copied,
dixchlng,dixchlng,unsolved,/home/vale/Escritorio/ibex-lib/benchs/optim/benchs_victor_fixxed/dixchlng.bch,/home/vale/Escritorio/Clasificacion dbscan/unsolved/dixchlng.bch,copied,
dnieper,dnieper,unsolved,/home/vale/Escritorio/ibex-lib/benchs/optim/benchs_victor_fixxed/dnieper.bch,/home/vale/Escritorio/Clasificacion dbscan/unsolved/dnieper.bch,copied,
dualc1,dualc1,unsolved,/home/vale/Escritorio/ibex-lib/benchs/optim/others/dualc1.bch,/home/vale/Escritorio/Clasificacion dbscan/unsolved/dualc1.bch,copied,
dualc2,dualc2,unsolved,/home/vale/Escritorio/ibex-lib/benchs/optim/benchs_victor_fixxed/dualc2.bch,/home/vale/Escritorio/Clasificacion dbscan/unsolved/dualc2.bch,copied,
dualc5,dualc5,unsolved,/home/vale/Escritorio/ibex-lib/benchs/optim/benchs_victor_fixxed/dualc5.bch,/home/vale/Escritorio/Clasificacion dbscan/unsolved/dualc5.bch,copied,
dualc8,dualc8,unsolved,/home/vale/Escritorio/ibex-lib/benchs/optim/benchs_victor_fixxed/dualc8.bch,/home/vale/Escritorio/Clasificacion dbscan/unsolved/dualc8.bch,copied,
eigencco,eigencco,medium,/home/vale/Escritorio/ibex-lib/benchs/optim/benchs_victor_fixxed/eigencco.bch,/home/vale/Escritorio/Clasificacion dbscan/medium/eigencco.bch,copied,
eigmaxc,eigmaxc,unsolved,/home/vale/Escritorio/ibex-lib/benchs/optim/benchs_victor_fixxed/eigmaxc.bch,/home/vale/Escritorio/Clasificacion dbscan/unsolved/eigmaxc.bch,copied,
eigminc,eigminc,unsolved,/home/vale/Escritorio/ibex-lib/benchs/optim/benchs_victor_fixxed/eigminc.bch,/home/vale/Escritorio/Clasificacion dbscan/unsolved/eigminc.bch,copied,
ex2_1_7,ex2_1_7,unsolved,/home/vale/Escritorio/ibex-lib/benchs/optim/medium/ex2_1_7.bch,/home/vale/Escritorio/Clasificacion dbscan/unsolved/ex2_1_7_1.bch,copied,colisión de nombre -> renombrado
ex2_1_8,ex2_1_8,unsolved,/home/vale/Escritorio/ibex-lib/benchs/optim/medium/ex2_1_8.bch,/home/vale/Escritorio/Clasificacion dbscan/unsolved/ex2_1_8_1.bch,copied,colisión de nombre -> renombrado
fccu,fccu,unsolved,/home/vale/Escritorio/ibex-lib/benchs/optim/benchs_victor_fixxed/fccu.bch,/home/vale/Escritorio/Clasificacion dbscan/unsolved/fccu.bch,copied,
genhs28,genhs28,unsolved,/home/vale/Escritorio/ibex-lib/benchs/optim/benchs_victor_fixxed/genhs28.bch,/home/vale/Escritorio/Clasificacion dbscan/unsolved/genhs28.bch,copied,
haifas,haifas,unsolved,/home/vale/Escritorio/ibex-lib/benchs/optim/benchs_victor_fixxed/haifas.bch,/home/vale/Escritorio/Clasificacion dbscan/unsolved/haifas.bch,copied,
haldmads,haldmads,unsolved,/home/vale/Escritorio/ibex-lib/benchs/optim/benchs_victor_fixxed/haldmads.bch,/home/vale/Escritorio/Clasificacion dbscan/unsolved/haldmads.bch,copied,
himmelbk,himmelbk,unsolved,/home/vale/Escritorio/ibex-lib/benchs/optim/benchs_victor_fixxed/himmelbk.bch,/home/vale/Escritorio/Clasificacion dbscan/unsolved/himmelbk.bch,copied,
hs056,hs056,unsolved,/home/vale/Escritorio/ibex-lib/benchs/optim/benchs_victor_fixxed/hs056.bch,/home/vale/Escritorio/Clasificacion dbscan/unsolved/hs056.bch,copied,
hs070,hs070,unsolved,/home/vale/Escritorio/ibex-lib/benchs/optim/benchs_victor_fixxed/hs070.bch,/home/vale/Escritorio/Clasificacion dbscan/unsolved/hs070.bch,copied,
hs087,hs087,unsolved,/home/vale/Escritorio/ibex-lib/benchs/optim/benchs_victor_fixxed/hs087.bch,/home/vale/Escritorio/Clasificacion dbscan/unsolved/hs087.bch,copied,
hs090,hs090,unsolved,/home/vale/Escritorio/ibex-lib/benchs/optim/benchs_victor_fixxed/hs090.bch,/home/vale/Escritorio/Clasificacion dbscan/unsolved/hs090.bch,copied,
hs091,hs091,unsolved,/home/vale/Escritorio/ibex-lib/benchs/optim/benchs_victor_fixxed/hs091.bch,/home/vale/Escritorio/Clasificacion dbscan/unsolved/hs091.bch,copied,
hs093,hs093,unsolved,/home/vale/Escritorio/ibex-lib/benchs/optim/benchs_victor_fixxed/hs093.bch,/home/vale/Escritorio/Clasificacion dbscan/unsolved/hs093.bch,copied,
hs095,hs095,unsolved,/home/vale/Escritorio/ibex-lib/benchs/optim/benchs_victor_fixxed/hs095.bch,/home/vale/Escritorio/Clasificacion dbscan/unsolved/hs095.bch,copied,
hs096,hs096,unsolved,/home/vale/Escritorio/ibex-lib/benchs/optim/benchs_victor_fixxed/hs096.bch,/home/vale/Escritorio/Clasificacion dbscan/unsolved/hs096.bch,copied,
hs097,hs097,unsolved,/home/vale/Escritorio/ibex-lib/benchs/optim/benchs_victor_fixxed/hs097.bch,/home/vale/Escritorio/Clasificacion dbscan/unsolved/hs097.bch,copied,
hs098,hs098,unsolved,/home/vale/Escritorio/ibex-lib/benchs/optim/benchs_victor_fixxed/hs098.bch,/home/vale/Escritorio/Clasificacion dbscan/unsolved/hs098.bch,copied,
hs099,hs099,unsolved,/home/vale/Escritorio/ibex-lib/benchs/optim/benchs_victor_fixxed/hs099.bch,/home/vale/Escritorio/Clasificacion dbscan/unsolved/hs099.bch,copied,
hs100,hs100,unsolved,/home/vale/Escritorio/ibex-lib/benchs/optim/benchs_victor_fixxed/hs100.bch,/home/vale/Escritorio/Clasificacion dbscan/unsolved/hs100.bch,copied,
hs101,hs101,unsolved,/home/vale/Escritorio/ibex-lib/benchs/optim/benchs_victor_fixxed/hs101.bch,/home/vale/Escritorio/Clasificacion dbscan/unsolved/hs101.bch,copied,
hs102,hs102,unsolved,/home/vale/Escritorio/ibex-lib/benchs/optim/benchs_victor_fixxed/hs102.bch,/home/vale/Escritorio/Clasificacion dbscan/unsolved/hs102.bch,copied,
hs103,hs103,unsolved,/home/vale/Escritorio/ibex-lib/benchs/optim/benchs_victor_fixxed/hs103.bch,/home/vale/Escritorio/Clasificacion dbscan/unsolved/hs103.bch,copied,
hs104,hs104,unsolved,/home/vale/Escritorio/ibex-lib/benchs/optim/benchs_victor_fixxed/hs104.bch,/home/vale/Escritorio/Clasificacion dbscan/unsolved/hs104.bch,copied,
hs106,hs106,unsolved,/home/vale/Escritorio/ibex-lib/benchs/optim/benchs_victor_fixxed/hs106.bch,/home/vale/Escritorio/Clasificacion dbscan/unsolved/hs106.bch,copied,
hs107,hs107,unsolved,/home/vale/Escritorio/ibex-lib/benchs/optim/benchs_victor_fixxed/hs107.bch,/home/vale/Escritorio/Clasificacion dbscan/unsolved/hs107.bch,copied,
hs108,hs108,unsolved,/home/vale/Escritorio/ibex-lib/benchs/optim/benchs_victor_fixxed/hs108.bch,/home/vale/Escritorio/Clasificacion dbscan/unsolved/hs108.bch,copied,
hs109,hs109,unsolved,/home/vale/Escritorio/ibex-lib/benchs/optim/benchs_victor_fixxed/hs109.bch,/home/vale/Escritorio/Clasificacion dbscan/unsolved/hs109.bch,copied,
hs110,hs110,unsolved,/home/vale/Escritorio/ibex-lib/benchs/optim/benchs_victor_fixxed/hs110.bch,/home/vale/Escritorio/Clasificacion dbscan/unsolved/hs110.bch,copied,
hs111,hs111,unsolved,/home/vale/Escritorio/ibex-lib/benchs/optim/benchs_victor_fixxed/hs111.bch,/home/vale/Escritorio/Clasificacion dbscan/unsolved/hs111.bch,copied,
hs112,hs112,unsolved,/home/vale/Escritorio/ibex-lib/benchs/optim/benchs_victor_fixxed/hs112.bch,/home/vale/Escritorio/Clasificacion dbscan/unsolved/hs112.bch,copied,
hs113,hs113,unsolved,/home/vale/Escritorio/ibex-lib/benchs/optim/benchs_victor_fixxed/hs113.bch,/home/vale/Escritorio/Clasificacion dbscan/unsolved/hs113.bch,copied,
hs114,hs114,unsolved,/home/vale/Escritorio/ibex-lib/benchs/optim/benchs_victor_fixxed/hs114.bch,/home/vale/Escritorio/Clasificacion dbscan/unsolved/hs114.bch,copied,
hs116,hs116,unsolved,/home/vale/Escritorio/ibex-lib/benchs/optim/benchs_victor_fixxed/hs116.bch,/home/vale/Escritorio/Clasificacion dbscan/unsolved/hs116.bch,copied,
hs117,hs117,unsolved,/home/vale/Escritorio/ibex-lib/benchs/optim/benchs_victor_fixxed/hs117.bch,/home/vale/Escritorio/Clasificacion dbscan/unsolved/hs117.bch,copied,
hs118,hs118,unsolved,/home/vale/Escritorio/ibex-lib/benchs/optim/benchs_victor_fixxed/hs118.bch,/home/vale/Escritorio/Clasificacion dbscan/unsolved/hs118.bch,copied,
hs119,hs119,unsolved,/home/vale/Escritorio/ibex-lib/benchs/optim/benchs_victor_fixxed/hs119.bch,/home/vale/Escritorio/Clasificacion dbscan/unsolved/hs119.bch,copied,
launch,launch,unsolved,/home/vale/Escritorio/ibex-lib/benchs/optim/medium/launch.bch,/home/vale/Escritorio/Clasificacion dbscan/unsolved/launch_1.bch,copied,colisión de nombre -> renombrado
loadbal,loadbal,unsolved,/home/vale/Escritorio/ibex-lib/benchs/optim/benchs_victor_fixxed/loadbal.bch,/home/vale/Escritorio/Clasificacion dbscan/unsolved/loadbal.bch,copied,
lotschd,lotschd,unsolved,/home/vale/Escritorio/ibex-lib/benchs/optim/benchs_victor_fixxed/lotschd.bch,/home/vale/Escritorio/Clasificacion dbscan/unsolved/lotschd.bch,copied,
makela3,makela3,unsolved,/home/vale/Escritorio/ibex-lib/benchs/optim/benchs_victor_fixxed/makela3.bch,/home/vale/Escritorio/Clasificacion dbscan/unsolved/makela3.bch,copied,
makela4,makela4,unsolved,/home/vale/Escritorio/ibex-lib/benchs/optim/benchs_victor_fixxed/makela4.bch,/home/vale/Escritorio/Clasificacion dbscan/unsolved/makela4.bch,copied,
matrix2,matrix2,unsolved,/home/vale/Escritorio/ibex-lib/benchs/optim/benchs_victor_fixxed/matrix2.bch,/home/vale/Escritorio/Clasificacion dbscan/unsolved/matrix2.bch,copied,
mconcon,mconcon,unsolved,/home/vale/Escritorio/ibex-lib/benchs/optim/benchs_victor_fixxed/mconcon.bch,/home/vale/Escritorio/Clasificacion dbscan/unsolved/mconcon.bch,copied,
mistake,mistake,unsolved,/home/vale/Escritorio/ibex-lib/benchs/optim/benchs_victor_fixxed/mistake.bch,/home/vale/Escritorio/Clasificacion dbscan/unsolved/mistake.bch,copied,
modele_opti,modele_opti,unsolved,/home/vale/Escritorio/ibex-lib/benchs/optim/benchs_victor_fixxed/modele_opti.bch,/home/vale/Escritorio/Clasificacion dbscan/unsolved/modele_opti.bch,copied,
odfits,odfits,easy,/home/vale/Escritorio/ibex-lib/benchs/optim/benchs_victor_fixxed/odfits.bch,/home/vale/Escritorio/Clasificacion dbscan/easy/odfits.bch,copied,
optcntrl,optcntrl,unsolved,/home/vale/Escritorio/ibex-lib/benchs/optim/benchs_victor_fixxed/optcntrl.bch,/home/vale/Escritorio/Clasificacion dbscan/unsolved/optcntrl.bch,copied,
optmass,optmass,unsolved,/home/vale/Escritorio/ibex-lib/benchs/optim/benchs_victor_fixxed/optmass.bch,/home/vale/Escritorio/Clasificacion dbscan/unsolved/optmass.bch,copied,
optprloc,optprloc,unsolved,/home/vale/Escritorio/ibex-lib/benchs/optim/benchs_victor_fixxed/optprloc.bch,/home/vale/Escritorio/Clasificacion dbscan/unsolved/optprloc.bch,copied,
orthregb,orthregb,unsolved,/home/vale/Escritorio/ibex-lib/benchs/optim/benchs_victor_fixxed/orthregb.bch,/home/vale/Escritorio/Clasificacion dbscan/unsolved/orthregb.bch,copied,
orthrege,orthrege,unsolved,/home/vale/Escritorio/ibex-lib/benchs/optim/benchs_victor_fixxed/orthrege.bch,/home/vale/Escritorio/Clasificacion dbscan/unsolved/orthrege.bch,copied,
pentagon,pentagon,unsolved,/home/vale/Escritorio/ibex-lib/benchs/optim/benchs_victor_fixxed/pentagon.bch,/home/vale/Escritorio/Clasificacion dbscan/unsolved/pentagon.bch,copied,
polak1,polak1,unsolved,/home/vale/Escritorio/ibex-lib/benchs/optim/benchs_victor_fixxed/polak1.bch,/home/vale/Escritorio/Clasificacion dbscan/unsolved/polak1.bch,copied,
polak2,polak2,unsolved,/home/vale/Escritorio/ibex-lib/benchs/optim/benchs_victor_fixxed/polak2.bch,/home/vale/Escritorio/Clasificacion dbscan/unsolved/polak2.bch,copied,
polak3,polak3,unsolved,/home/vale/Escritorio/ibex-lib/benchs/optim/benchs_victor_fixxed/polak3.bch,/home/vale/Escritorio/Clasificacion dbscan/unsolved/polak3.bch,copied,
polak4,polak4,unsolved,/home/vale/Escritorio/ibex-lib/benchs/optim/benchs_victor_fixxed/polak4.bch,/home/vale/Escritorio/Clasificacion dbscan/unsolved/polak4.bch,copied,
polak5,polak5,unsolved,/home/vale/Escritorio/ibex-lib/benchs/optim/benchs_victor_fixxed/polak5.bch,/home/vale/Escritorio/Clasificacion dbscan/unsolved/polak5.bch,copied,
polak6,polak6,unsolved,/home/vale/Escritorio/ibex-lib/benchs/optim/benchs_victor_fixxed/polak6.bch,/home/vale/Escritorio/Clasificacion dbscan/unsolved/polak6.bch,copied,
portfl1,portfl1,unsolved,/home/vale/Escritorio/ibex-lib/benchs/optim/benchs_victor_fixxed/portfl1.bch,/home/vale/Escritorio/Clasificacion dbscan/unsolved/portfl1.bch,copied,
rk23,rk23,unsolved,/home/vale/Escritorio/ibex-lib/benchs/optim/benchs_victor_fixxed/rk23.bch,/home/vale/Escritorio/Clasificacion dbscan/unsolved/rk23.bch,copied,
s365mod,s365mod,unsolved,/home/vale/Escritorio/ibex-lib/benchs/optim/benchs_victor_fixxed/s365mod.bch,/home/vale/Escritorio/Clasificacion dbscan/unsolved/s365mod.bch,copied,
ssnlbeam,ssnlbeam,unsolved,/home/vale/Escritorio/ibex-lib/benchs/optim/benchs_victor_fixxed/ssnlbeam.bch,/home/vale/Escritorio/Clasificacion dbscan/unsolved/ssnlbeam.bch,copied,
synthes1,synthes1,unsolved,/home/vale/Escritorio/ibex-lib/benchs/optim/benchs_victor_fixxed/synthes1.bch,/home/vale/Escritorio/Clasificacion dbscan/unsolved/synthes1.bch,copied,
